Idx	myDate	Value	SMA	Distance	Account	Trend
2802	2010-09-28	0,00	0,00	0,0000	0,00	0
2803	2010-09-29	0,00	0,00	0,0000	0,00	0
2804	2010-09-30	0,00	0,00	0,0000	0,00	0
2805	2010-10-01	0,00	0,00	0,0000	0,00	0
2806	2010-10-04	0,00	0,00	0,0000	0,00	0
2807	2010-10-05	0,00	0,00	0,0000	0,00	0
2808	2010-10-06	0,00	0,00	0,0000	0,00	0
2809	2010-10-07	0,00	0,00	0,0000	0,00	0
2810	2010-10-08	0,00	0,00	0,0000	0,00	0
2811	2010-10-11	0,00	0,00	0,0000	0,00	0
2812	2010-10-12	0,00	0,00	0,0000	0,00	0
2813	2010-10-13	0,00	0,00	0,0000	0,00	0
2814	2010-10-14	0,00	0,00	0,0000	0,00	0
2815	2010-10-15	0,00	0,00	0,0000	0,00	0
2816	2010-10-18	0,00	0,00	0,0000	0,00	0
2817	2010-10-19	0,00	0,00	0,0000	0,00	0
2818	2010-10-20	0,00	0,00	0,0000	0,00	0
2819	2010-10-21	0,00	0,00	0,0000	0,00	0
2820	2010-10-22	0,00	0,00	0,0000	0,00	0
2821	2010-10-25	0,00	0,00	0,0000	0,00	0
2822	2010-10-26	0,00	0,00	0,0000	0,00	0
2823	2010-10-27	0,00	0,00	0,0000	0,00	0
2824	2010-10-28	0,00	0,00	0,0000	0,00	0
2825	2010-10-29	0,00	0,00	0,0000	0,00	0
2826	2010-11-01	0,00	0,00	0,0000	0,00	0
2827	2010-11-02	0,00	0,00	0,0000	0,00	0
2828	2010-11-03	0,00	0,00	0,0000	0,00	0
2829	2010-11-04	0,00	0,00	0,0000	0,00	0
2830	2010-11-05	0,00	0,00	0,0000	0,00	0
2831	2010-11-08	0,00	0,00	0,0000	0,00	0
2832	2010-11-09	0,00	0,00	0,0000	0,00	0
2833	2010-11-10	0,00	0,00	0,0000	0,00	0
2834	2010-11-11	0,00	0,00	0,0000	0,00	0
2835	2010-11-12	0,00	0,00	0,0000	0,00	0
2836	2010-11-15	0,00	0,00	0,0000	0,00	0
2837	2010-11-16	0,00	0,00	0,0000	0,00	0
2838	2010-11-17	0,00	0,00	0,0000	0,00	0
2839	2010-11-18	0,00	0,00	0,0000	0,00	0
2840	2010-11-19	0,00	0,00	0,0000	0,00	0
2841	2010-11-22	0,00	0,00	0,0000	0,00	0
2842	2010-11-23	0,00	0,00	0,0000	0,00	0
2843	2010-11-24	0,00	0,00	0,0000	0,00	0
2844	2010-11-25	0,00	0,00	0,0000	0,00	0
2845	2010-11-26	0,00	0,00	0,0000	0,00	0
2846	2010-11-29	0,00	0,00	0,0000	0,00	0
2847	2010-11-30	0,00	0,00	0,0000	0,00	0
2848	2010-12-01	0,00	0,00	0,0000	0,00	0
2849	2010-12-02	0,00	0,00	0,0000	0,00	0
2850	2010-12-03	0,00	0,00	0,0000	0,00	0
2851	2010-12-06	0,00	0,00	0,0000	0,00	0
2852	2010-12-07	0,00	0,00	0,0000	0,00	0
2853	2010-12-08	0,00	0,00	0,0000	0,00	0
2854	2010-12-09	0,00	0,00	0,0000	0,00	0
2855	2010-12-10	0,00	0,00	0,0000	0,00	0
2856	2010-12-13	0,00	0,00	0,0000	0,00	0
2857	2010-12-14	0,00	0,00	0,0000	0,00	0
2858	2010-12-15	0,00	0,00	0,0000	0,00	0
2859	2010-12-16	0,00	0,00	0,0000	0,00	0
2860	2010-12-17	0,00	0,00	0,0000	0,00	0
2861	2010-12-20	0,00	0,00	0,0000	0,00	0
2862	2010-12-21	0,00	0,00	0,0000	0,00	0
2863	2010-12-22	0,00	0,00	0,0000	0,00	0
2864	2010-12-23	0,00	0,00	0,0000	0,00	0
2865	2010-12-24	0,00	0,00	0,0000	0,00	0
2866	2010-12-27	0,00	0,00	0,0000	0,00	0
2867	2010-12-28	0,00	0,00	0,0000	0,00	0
2868	2010-12-29	0,00	0,00	0,0000	0,00	0
2869	2010-12-30	0,00	0,00	0,0000	0,00	0
2870	2010-12-31	0,00	0,00	0,0000	0,00	0
2871	2011-01-03	0,00	0,00	0,0000	0,00	0
2872	2011-01-04	0,00	0,00	0,0000	0,00	0
2873	2011-01-05	0,00	0,00	0,0000	0,00	0
2874	2011-01-06	0,00	0,00	0,0000	0,00	0
2875	2011-01-07	0,00	0,00	0,0000	0,00	0
2876	2011-01-10	0,00	0,00	0,0000	0,00	0
2877	2011-01-11	0,00	0,00	0,0000	0,00	0
2878	2011-01-12	0,00	0,00	0,0000	0,00	0
2879	2011-01-13	0,00	0,00	0,0000	0,00	0
2880	2011-01-14	0,00	0,00	0,0000	0,00	0
2881	2011-01-17	0,00	0,00	0,0000	0,00	0
2882	2011-01-18	0,00	0,00	0,0000	0,00	0
2883	2011-01-19	0,00	0,00	0,0000	0,00	0
2884	2011-01-20	0,00	0,00	0,0000	0,00	0
2885	2011-01-21	0,00	0,00	0,0000	0,00	0
2886	2011-01-24	0,00	0,00	0,0000	0,00	0
2887	2011-01-25	0,00	0,00	0,0000	0,00	0
2888	2011-01-26	0,00	0,00	0,0000	0,00	0
2889	2011-01-27	0,00	0,00	0,0000	0,00	0
2890	2011-01-28	0,00	0,00	0,0000	0,00	0
2891	2011-01-31	0,00	0,00	0,0000	0,00	0
2892	2011-02-01	0,00	0,00	0,0000	0,00	0
2893	2011-02-02	0,00	0,00	0,0000	0,00	0
2894	2011-02-03	0,00	0,00	0,0000	0,00	0
2895	2011-02-04	0,00	0,00	0,0000	0,00	0
2896	2011-02-07	0,00	0,00	0,0000	0,00	0
2897	2011-02-08	0,00	0,00	0,0000	0,00	0
2898	2011-02-09	0,00	0,00	0,0000	0,00	0
2899	2011-02-10	0,00	0,00	0,0000	0,00	0
2900	2011-02-11	0,00	0,00	0,0000	0,00	0
2901	2011-02-14	0,00	0,00	0,0000	0,00	0
2902	2011-02-15	0,00	0,00	0,0000	0,00	0
2903	2011-02-16	0,00	0,00	0,0000	0,00	0
2904	2011-02-17	0,00	0,00	0,0000	0,00	0
2905	2011-02-18	0,00	0,00	0,0000	0,00	0
2906	2011-02-21	0,00	0,00	0,0000	0,00	0
2907	2011-02-22	0,00	0,00	0,0000	0,00	0
2908	2011-02-23	0,00	0,00	0,0000	0,00	0
2909	2011-02-24	0,00	0,00	0,0000	0,00	0
2910	2011-02-25	0,00	0,00	0,0000	0,00	0
2911	2011-02-28	0,00	0,00	0,0000	0,00	0
2912	2011-03-01	0,00	0,00	0,0000	0,00	0
2913	2011-03-02	0,00	0,00	0,0000	0,00	0
2914	2011-03-03	0,00	0,00	0,0000	0,00	0
2915	2011-03-04	0,00	0,00	0,0000	0,00	0
2916	2011-03-07	0,00	0,00	0,0000	0,00	0
2917	2011-03-08	0,00	0,00	0,0000	0,00	0
2918	2011-03-09	0,00	0,00	0,0000	0,00	0
2919	2011-03-10	0,00	0,00	0,0000	0,00	0
2920	2011-03-11	0,00	0,00	0,0000	0,00	0
2921	2011-03-14	0,00	0,00	0,0000	0,00	0
2922	2011-03-15	0,00	0,00	0,0000	0,00	0
2923	2011-03-16	0,00	0,00	0,0000	0,00	0
2924	2011-03-17	0,00	0,00	0,0000	0,00	0
2925	2011-03-18	0,00	0,00	0,0000	0,00	0
2926	2011-03-21	0,00	0,00	0,0000	0,00	0
2927	2011-03-22	0,00	0,00	0,0000	0,00	0
2928	2011-03-23	0,00	0,00	0,0000	0,00	0
2929	2011-03-24	0,00	0,00	0,0000	0,00	0
2930	2011-03-25	0,00	0,00	0,0000	0,00	0
2931	2011-03-28	0,00	0,00	0,0000	0,00	0
2932	2011-03-29	0,00	0,00	0,0000	0,00	0
2933	2011-03-30	0,00	0,00	0,0000	0,00	0
2934	2011-03-31	0,00	0,00	0,0000	0,00	0
2935	2011-04-01	0,00	0,00	0,0000	0,00	0
2936	2011-04-04	0,00	0,00	0,0000	0,00	0
2937	2011-04-05	0,00	0,00	0,0000	0,00	0
2938	2011-04-06	0,00	0,00	0,0000	0,00	0
2939	2011-04-07	0,00	0,00	0,0000	0,00	0
2940	2011-04-08	0,00	0,00	0,0000	0,00	0
2941	2011-04-11	0,00	0,00	0,0000	0,00	0
2942	2011-04-12	0,00	0,00	0,0000	0,00	0
2943	2011-04-13	0,00	0,00	0,0000	0,00	0
2944	2011-04-14	0,00	0,00	0,0000	0,00	0
2945	2011-04-15	0,00	0,00	0,0000	0,00	0
2946	2011-04-18	0,00	0,00	0,0000	0,00	0
2947	2011-04-19	0,00	0,00	0,0000	0,00	0
2948	2011-04-20	0,00	0,00	0,0000	0,00	0
2949	2011-04-21	0,00	0,00	0,0000	0,00	0
2950	2011-04-22	0,00	0,00	0,0000	0,00	0
2951	2011-04-25	0,00	0,00	0,0000	0,00	0
2952	2011-04-26	0,00	0,00	0,0000	0,00	0
2953	2011-04-27	0,00	0,00	0,0000	0,00	0
2954	2011-04-28	0,00	0,00	0,0000	0,00	0
2955	2011-04-29	0,00	0,00	0,0000	0,00	0
2956	2011-05-02	0,00	0,00	0,0000	0,00	0
2957	2011-05-03	0,00	0,00	0,0000	0,00	0
2958	2011-05-04	0,00	0,00	0,0000	0,00	0
2959	2011-05-05	0,00	0,00	0,0000	0,00	0
2960	2011-05-06	0,00	0,00	0,0000	0,00	0
2961	2011-05-09	0,00	0,00	0,0000	0,00	0
2962	2011-05-10	0,00	0,00	0,0000	0,00	0
2963	2011-05-11	0,00	0,00	0,0000	0,00	0
2964	2011-05-12	0,00	0,00	0,0000	0,00	0
2965	2011-05-13	0,00	0,00	0,0000	0,00	0
2966	2011-05-16	0,00	0,00	0,0000	0,00	0
2967	2011-05-17	0,00	0,00	0,0000	0,00	0
2968	2011-05-18	0,00	0,00	0,0000	0,00	0
2969	2011-05-19	0,00	0,00	0,0000	0,00	0
2970	2011-05-20	0,00	0,00	0,0000	0,00	0
2971	2011-05-23	0,00	0,00	0,0000	0,00	0
2972	2011-05-24	0,00	0,00	0,0000	0,00	0
2973	2011-05-25	0,00	0,00	0,0000	0,00	0
2974	2011-05-26	0,00	0,00	0,0000	0,00	0
2975	2011-05-27	0,00	0,00	0,0000	0,00	0
2976	2011-05-30	0,00	0,00	0,0000	0,00	0
2977	2011-05-31	0,00	0,00	0,0000	0,00	0
2978	2011-06-01	0,00	0,00	0,0000	0,00	0
2979	2011-06-02	0,00	0,00	0,0000	0,00	0
2980	2011-06-03	0,00	0,00	0,0000	0,00	0
2981	2011-06-06	0,00	0,00	0,0000	0,00	0
2982	2011-06-07	0,00	0,00	0,0000	0,00	0
2983	2011-06-08	0,00	0,00	0,0000	0,00	0
2984	2011-06-09	0,00	0,00	0,0000	0,00	0
2985	2011-06-10	0,00	0,00	0,0000	0,00	0
2986	2011-06-13	0,00	0,00	0,0000	0,00	0
2987	2011-06-14	0,00	0,00	0,0000	0,00	0
2988	2011-06-15	0,00	0,00	0,0000	0,00	0
2989	2011-06-16	0,00	0,00	0,0000	0,00	0
2990	2011-06-17	0,00	0,00	0,0000	0,00	0
2991	2011-06-20	0,00	0,00	0,0000	0,00	0
2992	2011-06-21	0,00	0,00	0,0000	0,00	0
2993	2011-06-22	0,00	0,00	0,0000	0,00	0
2994	2011-06-23	0,00	0,00	0,0000	0,00	0
2995	2011-06-24	0,00	0,00	0,0000	0,00	0
2996	2011-06-27	0,00	0,00	0,0000	0,00	0
2997	2011-06-28	0,00	0,00	0,0000	0,00	0
2998	2011-06-29	0,00	0,00	0,0000	0,00	0
2999	2011-06-30	0,00	0,00	0,0000	0,00	0
3000	2011-07-01	0,00	0,00	0,0000	0,00	0
3001	2011-07-04	0,00	0,00	0,0000	0,00	0
3002	2011-07-05	0,00	0,00	0,0000	0,00	0
3003	2011-07-06	0,00	0,00	0,0000	0,00	0
3004	2011-07-07	0,00	0,00	0,0000	0,00	0
3005	2011-07-08	0,00	0,00	0,0000	0,00	0
3006	2011-07-11	0,00	0,00	0,0000	0,00	0
3007	2011-07-12	0,00	0,00	0,0000	0,00	0
3008	2011-07-13	0,00	0,00	0,0000	0,00	0
3009	2011-07-14	0,00	0,00	0,0000	0,00	0
3010	2011-07-15	0,00	0,00	0,0000	0,00	0
3011	2011-07-18	0,00	0,00	0,0000	0,00	0
3012	2011-07-19	0,00	0,00	0,0000	0,00	0
3013	2011-07-20	0,00	0,00	0,0000	0,00	0
3014	2011-07-21	0,00	0,00	0,0000	0,00	0
3015	2011-07-22	0,00	0,00	0,0000	0,00	0
3016	2011-07-25	0,00	0,00	0,0000	0,00	0
3017	2011-07-26	0,00	0,00	0,0000	0,00	0
3018	2011-07-27	0,00	0,00	0,0000	0,00	0
3019	2011-07-28	0,00	0,00	0,0000	0,00	0
3020	2011-07-29	0,00	0,00	0,0000	0,00	0
3021	2011-08-01	0,00	0,00	0,0000	0,00	0
3022	2011-08-02	0,00	0,00	0,0000	0,00	0
3023	2011-08-03	0,00	0,00	0,0000	0,00	0
3024	2011-08-04	0,00	0,00	0,0000	0,00	0
3025	2011-08-05	0,00	0,00	0,0000	0,00	0
3026	2011-08-08	0,00	0,00	0,0000	0,00	0
3027	2011-08-09	0,00	0,00	0,0000	0,00	0
3028	2011-08-10	0,00	0,00	0,0000	0,00	0
3029	2011-08-11	0,00	0,00	0,0000	0,00	0
3030	2011-08-12	0,00	0,00	0,0000	0,00	0
3031	2011-08-15	0,00	0,00	0,0000	0,00	0
3032	2011-08-16	0,00	0,00	0,0000	0,00	0
3033	2011-08-17	0,00	0,00	0,0000	0,00	0
3034	2011-08-18	0,00	0,00	0,0000	0,00	0
3035	2011-08-19	0,00	0,00	0,0000	0,00	0
3036	2011-08-22	0,00	0,00	0,0000	0,00	0
3037	2011-08-23	0,00	0,00	0,0000	0,00	0
3038	2011-08-24	0,00	0,00	0,0000	0,00	0
3039	2011-08-25	0,00	0,00	0,0000	0,00	0
3040	2011-08-26	0,00	0,00	0,0000	0,00	0
3041	2011-08-29	0,00	0,00	0,0000	0,00	0
3042	2011-08-30	0,00	0,00	0,0000	0,00	0
3043	2011-08-31	0,00	0,00	0,0000	0,00	0
3044	2011-09-01	0,00	0,00	0,0000	0,00	0
3045	2011-09-02	0,00	0,00	0,0000	0,00	0
3046	2011-09-05	0,00	0,00	0,0000	0,00	0
3047	2011-09-06	0,00	0,00	0,0000	0,00	0
3048	2011-09-07	0,00	0,00	0,0000	0,00	0
3049	2011-09-08	0,00	0,00	0,0000	0,00	0
3050	2011-09-09	0,00	0,00	0,0000	0,00	0
3051	2011-09-12	0,00	0,00	0,0000	0,00	0
3052	2011-09-13	0,00	0,00	0,0000	0,00	0
3053	2011-09-14	0,00	0,00	0,0000	0,00	0
3054	2011-09-15	0,00	0,00	0,0000	0,00	0
3055	2011-09-16	0,00	0,00	0,0000	0,00	0
3056	2011-09-19	0,00	0,00	0,0000	0,00	0
3057	2011-09-20	0,00	0,00	0,0000	0,00	0
3058	2011-09-21	0,00	0,00	0,0000	0,00	0
3059	2011-09-22	0,00	0,00	0,0000	0,00	0
3060	2011-09-23	0,00	0,00	0,0000	0,00	0
3061	2011-09-26	0,00	0,00	0,0000	0,00	0
3062	2011-09-27	0,00	0,00	0,0000	0,00	0
3063	2011-09-28	0,00	0,00	0,0000	0,00	0
3064	2011-09-29	0,00	0,00	0,0000	0,00	0
3065	2011-09-30	0,00	0,00	0,0000	0,00	0
3066	2011-10-03	0,00	0,00	0,0000	0,00	0
3067	2011-10-04	0,00	0,00	0,0000	0,00	0
3068	2011-10-05	0,00	0,00	0,0000	0,00	0
3069	2011-10-06	0,00	0,00	0,0000	0,00	0
3070	2011-10-07	0,00	0,00	0,0000	0,00	0
3071	2011-10-10	0,00	0,00	0,0000	0,00	0
3072	2011-10-11	0,00	0,00	0,0000	0,00	0
3073	2011-10-12	0,00	0,00	0,0000	0,00	0
3074	2011-10-13	0,00	0,00	0,0000	0,00	0
3075	2011-10-14	0,00	0,00	0,0000	0,00	0
3076	2011-10-17	0,00	0,00	0,0000	0,00	0
3077	2011-10-18	0,00	0,00	0,0000	0,00	0
3078	2011-10-19	0,00	0,00	0,0000	0,00	0
3079	2011-10-20	0,00	0,00	0,0000	0,00	0
3080	2011-10-21	0,00	0,00	0,0000	0,00	0
3081	2011-10-24	0,00	0,00	0,0000	0,00	0
3082	2011-10-25	0,00	0,00	0,0000	0,00	0
3083	2011-10-26	0,00	0,00	0,0000	0,00	0
3084	2011-10-27	0,00	0,00	0,0000	0,00	0
3085	2011-10-28	0,00	0,00	0,0000	0,00	0
3086	2011-10-31	0,00	0,00	0,0000	0,00	0
3087	2011-11-01	0,00	0,00	0,0000	0,00	0
3088	2011-11-02	0,00	0,00	0,0000	0,00	0
3089	2011-11-03	0,00	0,00	0,0000	0,00	0
3090	2011-11-04	0,00	0,00	0,0000	0,00	0
3091	2011-11-07	0,00	0,00	0,0000	0,00	0
3092	2011-11-08	0,00	0,00	0,0000	0,00	0
3093	2011-11-09	0,00	0,00	0,0000	0,00	0
3094	2011-11-10	0,00	0,00	0,0000	0,00	0
3095	2011-11-11	0,00	0,00	0,0000	0,00	0
3096	2011-11-14	0,00	0,00	0,0000	0,00	0
3097	2011-11-15	0,00	0,00	0,0000	0,00	0
3098	2011-11-16	0,00	0,00	0,0000	0,00	0
3099	2011-11-17	0,00	0,00	0,0000	0,00	0
3100	2011-11-18	0,00	0,00	0,0000	0,00	0
3101	2011-11-21	0,00	0,00	0,0000	0,00	0
3102	2011-11-22	0,00	0,00	0,0000	0,00	0
3103	2011-11-23	0,00	0,00	0,0000	0,00	0
3104	2011-11-24	0,00	0,00	0,0000	0,00	0
3105	2011-11-25	0,00	0,00	0,0000	0,00	0
3106	2011-11-28	0,00	0,00	0,0000	0,00	0
3107	2011-11-29	0,00	0,00	0,0000	0,00	0
3108	2011-11-30	0,00	0,00	0,0000	0,00	0
3109	2011-12-01	0,00	0,00	0,0000	0,00	0
3110	2011-12-02	0,00	0,00	0,0000	0,00	0
3111	2011-12-05	0,00	0,00	0,0000	0,00	0
3112	2011-12-06	0,00	0,00	0,0000	0,00	0
3113	2011-12-07	0,00	0,00	0,0000	0,00	0
3114	2011-12-08	0,00	0,00	0,0000	0,00	0
3115	2011-12-09	0,00	0,00	0,0000	0,00	0
3116	2011-12-12	0,00	0,00	0,0000	0,00	0
3117	2011-12-13	0,00	0,00	0,0000	0,00	0
3118	2011-12-14	0,00	0,00	0,0000	0,00	0
3119	2011-12-15	0,00	0,00	0,0000	0,00	0
3120	2011-12-16	0,00	0,00	0,0000	0,00	0
3121	2011-12-19	0,00	0,00	0,0000	0,00	0
3122	2011-12-20	0,00	0,00	0,0000	0,00	0
3123	2011-12-21	0,00	0,00	0,0000	0,00	0
3124	2011-12-22	0,00	0,00	0,0000	0,00	0
3125	2011-12-23	0,00	0,00	0,0000	0,00	0
3126	2011-12-26	0,00	0,00	0,0000	0,00	0
3127	2011-12-27	0,00	0,00	0,0000	0,00	0
3128	2011-12-28	0,00	0,00	0,0000	0,00	0
3129	2011-12-29	0,00	0,00	0,0000	0,00	0
3130	2011-12-30	0,00	0,00	0,0000	0,00	0
3131	2012-01-02	0,00	0,00	0,0000	0,00	0
3132	2012-01-03	0,00	0,00	0,0000	0,00	0
3133	2012-01-04	0,00	0,00	0,0000	0,00	0
3134	2012-01-05	0,00	0,00	0,0000	0,00	0
3135	2012-01-06	0,00	0,00	0,0000	0,00	0
3136	2012-01-09	0,00	0,00	0,0000	0,00	0
3137	2012-01-10	0,00	0,00	0,0000	0,00	0
3138	2012-01-11	0,00	0,00	0,0000	0,00	0
3139	2012-01-12	0,00	0,00	0,0000	0,00	0
3140	2012-01-13	0,00	0,00	0,0000	0,00	0
3141	2012-01-16	0,00	0,00	0,0000	0,00	0
3142	2012-01-17	0,00	0,00	0,0000	0,00	0
3143	2012-01-18	0,00	0,00	0,0000	0,00	0
3144	2012-01-19	0,00	0,00	0,0000	0,00	0
3145	2012-01-20	0,00	0,00	0,0000	0,00	0
3146	2012-01-23	0,00	0,00	0,0000	0,00	0
3147	2012-01-24	0,00	0,00	0,0000	0,00	0
3148	2012-01-25	0,00	0,00	0,0000	0,00	0
3149	2012-01-26	0,00	0,00	0,0000	0,00	0
3150	2012-01-27	0,00	0,00	0,0000	0,00	0
3151	2012-01-30	0,00	0,00	0,0000	0,00	0
3152	2012-01-31	0,00	0,00	0,0000	0,00	0
3153	2012-02-01	0,00	0,00	0,0000	0,00	0
3154	2012-02-02	0,00	0,00	0,0000	0,00	0
3155	2012-02-03	0,00	0,00	0,0000	0,00	0
3156	2012-02-06	0,00	0,00	0,0000	0,00	0
3157	2012-02-07	0,00	0,00	0,0000	0,00	0
3158	2012-02-08	0,00	0,00	0,0000	0,00	0
3159	2012-02-09	0,00	0,00	0,0000	0,00	0
3160	2012-02-10	0,00	0,00	0,0000	0,00	0
3161	2012-02-13	0,00	0,00	0,0000	0,00	0
3162	2012-02-14	0,00	0,00	0,0000	0,00	0
3163	2012-02-15	0,00	0,00	0,0000	0,00	0
3164	2012-02-16	0,00	0,00	0,0000	0,00	0
3165	2012-02-17	0,00	0,00	0,0000	0,00	0
3166	2012-02-20	0,00	0,00	0,0000	0,00	0
3167	2012-02-21	0,00	0,00	0,0000	0,00	0
3168	2012-02-22	0,00	0,00	0,0000	0,00	0
3169	2012-02-23	0,00	0,00	0,0000	0,00	0
3170	2012-02-24	0,00	0,00	0,0000	0,00	0
3171	2012-02-27	0,00	0,00	0,0000	0,00	0
3172	2012-02-28	0,00	0,00	0,0000	0,00	0
3173	2012-02-29	0,00	0,00	0,0000	0,00	0
3174	2012-03-01	0,00	0,00	0,0000	0,00	0
3175	2012-03-02	0,00	0,00	0,0000	0,00	0
3176	2012-03-05	0,00	0,00	0,0000	0,00	0
3177	2012-03-06	0,00	0,00	0,0000	0,00	0
3178	2012-03-07	0,00	0,00	0,0000	0,00	0
3179	2012-03-08	0,00	0,00	0,0000	0,00	0
3180	2012-03-09	0,00	0,00	0,0000	0,00	0
3181	2012-03-12	0,00	0,00	0,0000	0,00	0
3182	2012-03-13	0,00	0,00	0,0000	0,00	0
3183	2012-03-14	0,00	0,00	0,0000	0,00	0
3184	2012-03-15	0,00	0,00	0,0000	0,00	0
3185	2012-03-16	0,00	0,00	0,0000	0,00	0
3186	2012-03-19	0,00	0,00	0,0000	0,00	0
3187	2012-03-20	0,00	0,00	0,0000	0,00	0
3188	2012-03-21	0,00	0,00	0,0000	0,00	0
3189	2012-03-22	0,00	0,00	0,0000	0,00	0
3190	2012-03-23	0,00	0,00	0,0000	0,00	0
3191	2012-03-26	0,00	0,00	0,0000	0,00	0
3192	2012-03-27	0,00	0,00	0,0000	0,00	0
3193	2012-03-28	0,00	0,00	0,0000	0,00	0
3194	2012-03-29	0,00	0,00	0,0000	0,00	0
3195	2012-03-30	0,00	0,00	0,0000	0,00	0
3196	2012-04-02	0,00	0,00	0,0000	0,00	0
3197	2012-04-03	0,00	0,00	0,0000	0,00	0
3198	2012-04-04	0,00	0,00	0,0000	0,00	0
3199	2012-04-05	0,00	0,00	0,0000	0,00	0
3200	2012-04-06	0,00	0,00	0,0000	0,00	0
3201	2012-04-09	0,00	0,00	0,0000	0,00	0
3202	2012-04-10	0,00	0,00	0,0000	0,00	0
3203	2012-04-11	0,00	0,00	0,0000	0,00	0
3204	2012-04-12	0,00	0,00	0,0000	0,00	0
3205	2012-04-13	0,00	0,00	0,0000	0,00	0
3206	2012-04-16	0,00	0,00	0,0000	0,00	0
3207	2012-04-17	0,00	0,00	0,0000	0,00	0
3208	2012-04-18	0,00	0,00	0,0000	0,00	0
3209	2012-04-19	0,00	0,00	0,0000	0,00	0
3210	2012-04-20	0,00	0,00	0,0000	0,00	0
3211	2012-04-23	0,00	0,00	0,0000	0,00	0
3212	2012-04-24	0,00	0,00	0,0000	0,00	0
3213	2012-04-25	0,00	0,00	0,0000	0,00	0
3214	2012-04-26	0,00	0,00	0,0000	0,00	0
3215	2012-04-27	0,00	0,00	0,0000	0,00	0
3216	2012-04-30	0,00	0,00	0,0000	0,00	0
3217	2012-05-01	0,00	0,00	0,0000	0,00	0
3218	2012-05-02	0,00	0,00	0,0000	0,00	0
3219	2012-05-03	0,00	0,00	0,0000	0,00	0
3220	2012-05-04	0,00	0,00	0,0000	0,00	0
3221	2012-05-07	0,00	0,00	0,0000	0,00	0
3222	2012-05-08	0,00	0,00	0,0000	0,00	0
3223	2012-05-09	0,00	0,00	0,0000	0,00	0
3224	2012-05-10	0,00	0,00	0,0000	0,00	0
3225	2012-05-11	0,00	0,00	0,0000	0,00	0
3226	2012-05-14	0,00	0,00	0,0000	0,00	0
3227	2012-05-15	0,00	0,00	0,0000	0,00	0
3228	2012-05-16	0,00	0,00	0,0000	0,00	0
3229	2012-05-17	0,00	0,00	0,0000	0,00	0
3230	2012-05-18	0,00	0,00	0,0000	0,00	0
3231	2012-05-21	0,00	0,00	0,0000	0,00	0
3232	2012-05-22	0,00	0,00	0,0000	0,00	0
3233	2012-05-23	0,00	0,00	0,0000	0,00	0
3234	2012-05-24	0,00	0,00	0,0000	0,00	0
3235	2012-05-25	0,00	0,00	0,0000	0,00	0
3236	2012-05-28	0,00	0,00	0,0000	0,00	0
3237	2012-05-29	0,00	0,00	0,0000	0,00	0
3238	2012-05-30	0,00	0,00	0,0000	0,00	0
3239	2012-05-31	0,00	0,00	0,0000	0,00	0
3240	2012-06-01	0,00	0,00	0,0000	0,00	0
3241	2012-06-04	0,00	0,00	0,0000	0,00	0
3242	2012-06-05	0,00	0,00	0,0000	0,00	0
3243	2012-06-06	0,00	0,00	0,0000	0,00	0
3244	2012-06-07	0,00	0,00	0,0000	0,00	0
3245	2012-06-08	0,00	0,00	0,0000	0,00	0
3246	2012-06-11	0,00	0,00	0,0000	0,00	0
3247	2012-06-12	0,00	0,00	0,0000	0,00	0
3248	2012-06-13	0,00	0,00	0,0000	0,00	0
3249	2012-06-14	0,00	0,00	0,0000	0,00	0
3250	2012-06-15	0,00	0,00	0,0000	0,00	0
3251	2012-06-18	0,00	0,00	0,0000	0,00	0
3252	2012-06-19	0,00	0,00	0,0000	0,00	0
3253	2012-06-20	0,00	0,00	0,0000	0,00	0
3254	2012-06-21	0,00	0,00	0,0000	0,00	0
3255	2012-06-22	0,00	0,00	0,0000	0,00	0
3256	2012-06-25	0,00	0,00	0,0000	0,00	0
3257	2012-06-26	0,00	0,00	0,0000	0,00	0
3258	2012-06-27	0,00	0,00	0,0000	0,00	0
3259	2012-06-28	0,00	0,00	0,0000	0,00	0
3260	2012-06-29	0,00	0,00	0,0000	0,00	0
3261	2012-07-02	0,00	0,00	0,0000	0,00	0
3262	2012-07-03	0,00	0,00	0,0000	0,00	0
3263	2012-07-04	0,00	0,00	0,0000	0,00	0
3264	2012-07-05	0,00	0,00	0,0000	0,00	0
3265	2012-07-06	0,00	0,00	0,0000	0,00	0
3266	2012-07-09	0,00	0,00	0,0000	0,00	0
3267	2012-07-10	0,00	0,00	0,0000	0,00	0
3268	2012-07-11	0,00	0,00	0,0000	0,00	0
3269	2012-07-12	0,00	0,00	0,0000	0,00	0
3270	2012-07-13	0,00	0,00	0,0000	0,00	0
3271	2012-07-16	0,00	0,00	0,0000	0,00	0
3272	2012-07-17	0,00	0,00	0,0000	0,00	0
3273	2012-07-18	0,00	0,00	0,0000	0,00	0
3274	2012-07-19	0,00	0,00	0,0000	0,00	0
3275	2012-07-20	0,00	0,00	0,0000	0,00	0
3276	2012-07-23	0,00	0,00	0,0000	0,00	0
3277	2012-07-24	0,00	0,00	0,0000	0,00	0
3278	2012-07-25	0,00	0,00	0,0000	0,00	0
3279	2012-07-26	0,00	0,00	0,0000	0,00	0
3280	2012-07-27	0,00	0,00	0,0000	0,00	0
3281	2012-07-30	0,00	0,00	0,0000	0,00	0
3282	2012-07-31	0,00	0,00	0,0000	0,00	0
